Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,,
2024-10-25 11:22:00+00:00,2735.699951171875,2735.699951171875,2736.0,2735.10009765625,2735.300048828125,90
2024-10-25 11:23:00+00:00,2735.39990234375,2735.39990234375,2735.699951171875,2735.10009765625,2735.699951171875,25
2024-10-25 11:24:00+00:00,2736.10009765625,2736.10009765625,2736.10009765625,2735.199951171875,2735.199951171875,64
2024-10-25 11:25:00+00:00,2735.89990234375,2735.89990234375,2736.10009765625,2735.699951171875,2735.699951171875,63
2024-10-25 11:26:00+00:00,2736.10009765625,2736.10009765625,2736.60009765625,2735.800048828125,2735.89990234375,119
2024-10-25 11:27:00+00:00,2737.0,2737.0,2737.10009765625,2735.800048828125,2736.0,175
2024-10-25 11:28:00+00:00,2737.60009765625,2737.60009765625,2737.89990234375,2736.800048828125,2737.0,208
2024-10-25 11:29:00+00:00,2737.39990234375,2737.39990234375,2737.699951171875,2736.89990234375,2737.60009765625,146
2024-10-25 11:30:00+00:00,2738.10009765625,2738.10009765625,2738.199951171875,2737.5,2737.60009765625,121
2024-10-25 11:31:00+00:00,2738.39990234375,2738.39990234375,2738.60009765625,2737.800048828125,2738.10009765625,110
2024-10-25 11:32:00+00:00,2738.5,2738.5,2739.199951171875,2738.39990234375,2738.39990234375,232
2024-10-25 11:33:00+00:00,2738.39990234375,2738.39990234375,2738.800048828125,2738.300048828125,2738.5,69
2024-10-25 11:34:00+00:00,2738.800048828125,2738.800048828125,2738.89990234375,2737.800048828125,2738.5,229
2024-10-25 11:35:00+00:00,2739.10009765625,2739.10009765625,2739.89990234375,2738.699951171875,2738.800048828125,207
2024-10-25 11:36:00+00:00,2740.300048828125,2740.300048828125,2740.5,2739.0,2739.10009765625,202
2024-10-25 11:37:00+00:00,2740.5,2740.5,2740.5,2739.39990234375,2740.39990234375,144
2024-10-25 11:38:00+00:00,2740.800048828125,2740.800048828125,2741.0,2740.199951171875,2740.5,173
2024-10-25 11:39:00+00:00,2741.5,2741.5,2741.699951171875,2740.699951171875,2740.699951171875,242
2024-10-25 11:40:00+00:00,2740.800048828125,2740.800048828125,2741.60009765625,2740.300048828125,2741.60009765625,191
2024-10-25 11:41:00+00:00,2741.5,2741.5,2741.800048828125,2740.800048828125,2740.800048828125,175
2024-10-25 11:42:00+00:00,2741.5,2741.5,2741.60009765625,2741.0,2741.300048828125,101
2024-10-25 11:43:00+00:00,2740.89990234375,2740.89990234375,2741.800048828125,2740.89990234375,2741.60009765625,201
2024-10-25 11:44:00+00:00,2740.699951171875,2740.699951171875,2741.300048828125,2740.60009765625,2741.0,230
2024-10-25 11:45:00+00:00,2740.10009765625,2740.10009765625,2740.699951171875,2739.800048828125,2740.60009765625,318
2024-10-25 11:46:00+00:00,2740.10009765625,2740.10009765625,2740.199951171875,2739.800048828125,2740.0,118
2024-10-25 11:47:00+00:00,2740.800048828125,2740.800048828125,2740.800048828125,2740.10009765625,2740.10009765625,52
2024-10-25 11:48:00+00:00,2740.60009765625,2740.60009765625,2741.199951171875,2740.60009765625,2740.800048828125,75
2024-10-25 11:49:00+00:00,2739.60009765625,2739.60009765625,2740.60009765625,2739.39990234375,2740.60009765625,147
2024-10-25 11:50:00+00:00,2739.199951171875,2739.199951171875,2739.60009765625,2738.699951171875,2739.5,214
2024-10-25 11:51:00+00:00,2739.300048828125,2739.300048828125,2739.60009765625,2738.800048828125,2739.199951171875,120
2024-10-25 11:52:00+00:00,2737.89990234375,2737.89990234375,2739.300048828125,2737.699951171875,2739.300048828125,261
2024-10-25 11:53:00+00:00,2737.300048828125,2737.300048828125,2738.10009765625,2737.10009765625,2738.0,203
2024-10-25 11:54:00+00:00,2737.300048828125,2737.300048828125,2737.89990234375,2737.0,2737.39990234375,230
2024-10-25 11:55:00+00:00,2737.10009765625,2737.10009765625,2737.60009765625,2736.89990234375,2737.199951171875,192
2024-10-25 11:56:00+00:00,2736.800048828125,2736.800048828125,2737.60009765625,2736.39990234375,2737.0,168
2024-10-25 11:57:00+00:00,2737.0,2737.0,2737.199951171875,2736.5,2736.699951171875,192
2024-10-25 11:58:00+00:00,2737.5,2737.5,2737.5,2736.800048828125,2737.0,189
2024-10-25 11:59:00+00:00,2736.60009765625,2736.60009765625,2737.89990234375,2736.10009765625,2737.5,293
2024-10-25 12:00:00+00:00,2735.60009765625,2735.60009765625,2736.5,2735.60009765625,2736.39990234375,251
2024-10-25 12:01:00+00:00,2737.39990234375,2737.39990234375,2737.699951171875,2735.60009765625,2735.699951171875,434
2024-10-25 12:02:00+00:00,2738.699951171875,2738.699951171875,2738.800048828125,2737.199951171875,2737.39990234375,311
2024-10-25 12:03:00+00:00,2738.0,2738.0,2738.89990234375,2737.89990234375,2738.699951171875,412
2024-10-25 12:04:00+00:00,2739.10009765625,2739.10009765625,2739.199951171875,2737.800048828125,2738.0,138
2024-10-25 12:05:00+00:00,2738.300048828125,2738.300048828125,2739.0,2737.89990234375,2739.0,345
2024-10-25 12:06:00+00:00,2738.10009765625,2738.10009765625,2738.300048828125,2737.699951171875,2738.300048828125,194
2024-10-25 12:07:00+00:00,2737.699951171875,2737.699951171875,2738.39990234375,2737.699951171875,2738.10009765625,134
2024-10-25 12:08:00+00:00,2738.0,2738.0,2738.0,2737.60009765625,2737.699951171875,16
2024-10-25 12:09:00+00:00,2738.699951171875,2738.699951171875,2738.699951171875,2738.10009765625,2738.10009765625,50
2024-10-25 12:10:00+00:00,2738.800048828125,2738.800048828125,2738.89990234375,2738.300048828125,2738.5,45
2024-10-25 12:11:00+00:00,2738.60009765625,2738.60009765625,2739.199951171875,2738.5,2738.800048828125,43
2024-10-25 12:12:00+00:00,2737.89990234375,2737.89990234375,2738.5,2737.89990234375,2738.5,43
2024-10-25 12:13:00+00:00,2738.199951171875,2738.199951171875,2738.199951171875,2737.800048828125,2737.89990234375,25
2024-10-25 12:14:00+00:00,2737.5,2737.5,2738.10009765625,2737.5,2738.10009765625,39
2024-10-25 12:15:00+00:00,2737.10009765625,2737.10009765625,2737.5,2736.800048828125,2737.5,154
2024-10-25 12:16:00+00:00,2737.0,2737.0,2737.199951171875,2736.699951171875,2737.199951171875,58
2024-10-25 12:17:00+00:00,2738.10009765625,2738.10009765625,2738.10009765625,2736.89990234375,2737.10009765625,100
2024-10-25 12:18:00+00:00,2738.5,2738.5,2738.60009765625,2738.10009765625,2738.10009765625,86
2024-10-25 12:19:00+00:00,2738.89990234375,2738.89990234375,2738.89990234375,2738.0,2738.300048828125,72
2024-10-25 12:20:00+00:00,2739.10009765625,2739.10009765625,2739.60009765625,2738.5,2738.699951171875,191
2024-10-25 12:21:00+00:00,2738.39990234375,2738.39990234375,2739.199951171875,2738.0,2739.199951171875,121
2024-10-25 12:22:00+00:00,2737.5,2737.5,2738.5,2737.39990234375,2738.5,146
2024-10-25 12:23:00+00:00,2737.39990234375,2737.39990234375,2738.0,2737.300048828125,2737.39990234375,82
2024-10-25 12:24:00+00:00,2738.39990234375,2738.39990234375,2738.39990234375,2737.39990234375,2737.5,138
2024-10-25 12:25:00+00:00,2738.10009765625,2738.10009765625,2738.699951171875,2738.10009765625,2738.39990234375,75
2024-10-25 12:26:00+00:00,2737.60009765625,2737.60009765625,2738.10009765625,2737.60009765625,2738.10009765625,103
2024-10-25 12:27:00+00:00,2737.800048828125,2737.800048828125,2738.0,2737.60009765625,2737.699951171875,48
2024-10-25 12:28:00+00:00,2738.5,2738.5,2738.5,2737.699951171875,2737.89990234375,40
2024-10-25 12:29:00+00:00,2738.60009765625,2738.60009765625,2739.199951171875,2738.5,2738.60009765625,86
2024-10-25 12:30:00+00:00,2739.10009765625,2739.10009765625,2739.60009765625,2737.199951171875,2738.5,223
2024-10-25 12:31:00+00:00,2739.39990234375,2739.39990234375,2739.39990234375,2739.0,2739.10009765625,61
2024-10-25 12:32:00+00:00,2739.60009765625,2739.60009765625,2739.800048828125,2739.39990234375,2739.5,279
2024-10-25 12:33:00+00:00,2739.300048828125,2739.300048828125,2740.0,2739.300048828125,2739.800048828125,124
2024-10-25 12:34:00+00:00,2740.199951171875,2740.199951171875,2740.199951171875,2739.39990234375,2739.39990234375,112
2024-10-25 12:35:00+00:00,2740.300048828125,2740.300048828125,2740.699951171875,2739.60009765625,2740.300048828125,175
2024-10-25 12:36:00+00:00,2740.800048828125,2740.800048828125,2740.800048828125,2739.89990234375,2740.39990234375,142
2024-10-25 12:37:00+00:00,2740.800048828125,2740.800048828125,2741.0,2740.5,2740.89990234375,125
2024-10-25 12:38:00+00:00,2740.89990234375,2740.89990234375,2741.10009765625,2740.60009765625,2741.0,172
2024-10-25 12:39:00+00:00,2740.10009765625,2740.10009765625,2740.89990234375,2740.10009765625,2740.800048828125,122
2024-10-25 12:40:00+00:00,2741.0,2741.0,2741.300048828125,2740.0,2740.10009765625,103
2024-10-25 12:41:00+00:00,2741.10009765625,2741.10009765625,2741.10009765625,2740.39990234375,2741.0,74
2024-10-25 12:42:00+00:00,2741.5,2741.5,2741.699951171875,2740.699951171875,2741.0,188
2024-10-25 12:43:00+00:00,2741.5,2741.5,2741.800048828125,2741.39990234375,2741.39990234375,129
2024-10-25 12:44:00+00:00,2741.300048828125,2741.300048828125,2741.60009765625,2740.800048828125,2741.5,74
2024-10-25 12:45:00+00:00,2741.300048828125,2741.300048828125,2741.800048828125,2741.300048828125,2741.39990234375,78
2024-10-25 12:46:00+00:00,2741.5,2741.5,2741.60009765625,2741.199951171875,2741.39990234375,45
2024-10-25 12:47:00+00:00,2742.300048828125,2742.300048828125,2742.5,2741.5,2741.5,180
2024-10-25 12:48:00+00:00,2742.10009765625,2742.10009765625,2742.39990234375,2741.60009765625,2742.300048828125,129
2024-10-25 12:49:00+00:00,2743.800048828125,2743.800048828125,2744.5,2742.10009765625,2742.199951171875,1415
2024-10-25 12:50:00+00:00,2743.89990234375,2743.89990234375,2744.300048828125,2743.60009765625,2744.0,278
2024-10-25 12:51:00+00:00,2744.300048828125,2744.300048828125,2744.300048828125,2743.699951171875,2743.89990234375,145
2024-10-25 12:52:00+00:00,2743.39990234375,2743.39990234375,2744.199951171875,2742.699951171875,2744.199951171875,343
2024-10-25 12:53:00+00:00,2743.5,2743.5,2743.89990234375,2743.199951171875,2743.5,170
2024-10-25 12:54:00+00:00,2744.5,2744.5,2744.89990234375,2743.39990234375,2743.39990234375,322
2024-10-25 12:55:00+00:00,2744.800048828125,2744.800048828125,2745.10009765625,2744.39990234375,2744.39990234375,310
2024-10-25 12:56:00+00:00,2744.89990234375,2744.89990234375,2745.0,2744.39990234375,2744.699951171875,1423
2024-10-25 12:57:00+00:00,2744.800048828125,2744.800048828125,2744.800048828125,2744.10009765625,2744.699951171875,203
2024-10-25 12:58:00+00:00,2743.89990234375,2743.89990234375,2744.89990234375,2743.89990234375,2744.699951171875,119
2024-10-25 12:59:00+00:00,2744.0,2744.0,2744.39990234375,2743.60009765625,2744.0,135
2024-10-25 13:00:00+00:00,2743.10009765625,2743.10009765625,2744.60009765625,2743.0,2744.10009765625,346
2024-10-25 13:01:00+00:00,2742.800048828125,2742.800048828125,2743.39990234375,2742.5,2743.10009765625,302
2024-10-25 13:02:00+00:00,2743.39990234375,2743.39990234375,2743.5,2742.300048828125,2742.699951171875,341
2024-10-25 13:03:00+00:00,2742.5,2742.5,2743.5,2742.199951171875,2743.5,143
2024-10-25 13:04:00+00:00,2742.60009765625,2742.60009765625,2742.60009765625,2742.0,2742.5,146
2024-10-25 13:05:00+00:00,2742.0,2742.0,2742.89990234375,2741.800048828125,2742.5,165
2024-10-25 13:06:00+00:00,2741.699951171875,2741.699951171875,2742.199951171875,2741.300048828125,2742.10009765625,274
2024-10-25 13:07:00+00:00,2741.10009765625,2741.10009765625,2742.0,2741.10009765625,2741.60009765625,255
2024-10-25 13:08:00+00:00,2741.60009765625,2741.60009765625,2741.60009765625,2740.699951171875,2741.10009765625,166
2024-10-25 13:09:00+00:00,2742.0,2742.0,2742.39990234375,2741.60009765625,2741.699951171875,120
2024-10-25 13:10:00+00:00,2740.300048828125,2740.300048828125,2742.10009765625,2740.10009765625,2742.10009765625,214
2024-10-25 13:11:00+00:00,2740.60009765625,2740.60009765625,2740.60009765625,2739.699951171875,2740.199951171875,281
2024-10-25 13:12:00+00:00,2740.0,2740.0,2740.89990234375,2739.89990234375,2740.5,126
2024-10-25 13:13:00+00:00,2739.0,2739.0,2739.89990234375,2739.0,2739.89990234375,124
2024-10-25 13:14:00+00:00,2739.0,2739.0,2739.199951171875,2738.60009765625,2739.199951171875,179
2024-10-25 13:15:00+00:00,2738.800048828125,2738.800048828125,2739.699951171875,2738.60009765625,2738.89990234375,211
2024-10-25 13:16:00+00:00,2738.89990234375,2738.89990234375,2739.0,2738.60009765625,2738.89990234375,37
2024-10-25 13:17:00+00:00,2738.0,2738.0,2738.300048828125,2737.699951171875,2738.199951171875,256
2024-10-25 13:18:00+00:00,2738.39990234375,2738.39990234375,2738.5,2737.800048828125,2737.89990234375,78
2024-10-25 13:19:00+00:00,2738.89990234375,2738.89990234375,2739.199951171875,2738.0,2738.5,209
2024-10-25 13:20:00+00:00,2739.0,2739.0,2740.0,2739.0,2739.300048828125,132
2024-10-25 13:21:00+00:00,2737.89990234375,2737.89990234375,2739.300048828125,2737.800048828125,2739.10009765625,239
2024-10-25 13:22:00+00:00,2739.60009765625,2739.60009765625,2740.0,2737.60009765625,2738.0,264
2024-10-25 13:23:00+00:00,2740.199951171875,2740.199951171875,2740.60009765625,2739.60009765625,2739.699951171875,203
2024-10-25 13:24:00+00:00,2740.60009765625,2740.60009765625,2740.89990234375,2739.89990234375,2740.199951171875,125
2024-10-25 13:25:00+00:00,2739.699951171875,2739.699951171875,2740.800048828125,2739.699951171875,2740.699951171875,147
2024-10-25 13:26:00+00:00,2740.5,2740.5,2740.89990234375,2739.5,2739.60009765625,188
2024-10-25 13:27:00+00:00,2740.199951171875,2740.199951171875,2740.89990234375,2740.199951171875,2740.300048828125,83
2024-10-25 13:28:00+00:00,2740.800048828125,2740.800048828125,2741.0,2740.300048828125,2740.300048828125,74
2024-10-25 13:29:00+00:00,2740.89990234375,2740.89990234375,2741.699951171875,2740.39990234375,2740.89990234375,335
2024-10-25 13:30:00+00:00,2741.60009765625,2741.60009765625,2741.89990234375,2740.89990234375,2741.0,220
2024-10-25 13:31:00+00:00,2741.60009765625,2741.60009765625,2742.0,2740.800048828125,2741.60009765625,247
2024-10-25 13:32:00+00:00,2741.300048828125,2741.300048828125,2741.699951171875,2740.39990234375,2741.699951171875,124
2024-10-25 13:33:00+00:00,2740.39990234375,2740.39990234375,2741.800048828125,2739.89990234375,2741.39990234375,199
2024-10-25 13:34:00+00:00,2740.60009765625,2740.60009765625,2740.699951171875,2739.89990234375,2740.199951171875,139
2024-10-25 13:35:00+00:00,2739.699951171875,2739.699951171875,2741.199951171875,2739.5,2740.60009765625,176
2024-10-25 13:36:00+00:00,2739.5,2739.5,2739.89990234375,2738.89990234375,2739.60009765625,288
2024-10-25 13:37:00+00:00,2740.0,2740.0,2741.0,2739.300048828125,2739.39990234375,615
2024-10-25 13:38:00+00:00,2741.199951171875,2741.199951171875,2741.199951171875,2739.699951171875,2740.0,331
2024-10-25 13:39:00+00:00,2742.800048828125,2742.800048828125,2743.199951171875,2741.0,2741.300048828125,684
2024-10-25 13:40:00+00:00,2743.699951171875,2743.699951171875,2743.800048828125,2742.300048828125,2742.800048828125,295
2024-10-25 13:41:00+00:00,2743.699951171875,2743.699951171875,2744.0,2743.699951171875,2743.800048828125,154
2024-10-25 13:42:00+00:00,2743.10009765625,2743.10009765625,2743.60009765625,2743.10009765625,2743.10009765625,222
2024-10-25 13:43:00+00:00,2742.699951171875,2742.699951171875,2743.39990234375,2742.199951171875,2743.10009765625,256
2024-10-25 13:44:00+00:00,2742.5,2742.5,2742.800048828125,2741.60009765625,2742.800048828125,266
2024-10-25 13:45:00+00:00,2740.0,2740.0,2742.699951171875,2739.89990234375,2742.60009765625,661
2024-10-25 13:46:00+00:00,2740.39990234375,2740.39990234375,2741.39990234375,2739.699951171875,2739.89990234375,421
2024-10-25 13:47:00+00:00,2741.199951171875,2741.199951171875,2741.5,2739.800048828125,2740.39990234375,300
2024-10-25 13:48:00+00:00,2741.5,2741.5,2741.699951171875,2740.89990234375,2741.300048828125,188
2024-10-25 13:50:00+00:00,2741.5,2741.5,2742.800048828125,2741.300048828125,2742.800048828125,764
2024-10-25 13:51:00+00:00,2740.800048828125,2740.800048828125,2741.699951171875,2740.699951171875,2741.60009765625,183
2024-10-25 13:52:00+00:00,2740.0,2740.0,2740.60009765625,2739.699951171875,2740.60009765625,207
2024-10-25 13:53:00+00:00,2739.300048828125,2739.300048828125,2740.60009765625,2739.10009765625,2740.10009765625,151
2024-10-25 13:54:00+00:00,2738.800048828125,2738.800048828125,2739.5,2738.5,2739.300048828125,195
2024-10-25 13:55:00+00:00,2739.300048828125,2739.300048828125,2739.60009765625,2738.5,2738.800048828125,218
2024-10-25 13:56:00+00:00,2738.39990234375,2738.39990234375,2739.800048828125,2738.199951171875,2739.39990234375,164
2024-10-25 13:57:00+00:00,2738.5,2738.5,2739.10009765625,2738.39990234375,2738.60009765625,90
2024-10-25 13:58:00+00:00,2740.10009765625,2740.10009765625,2740.199951171875,2738.5,2738.5,152
2024-10-25 13:59:00+00:00,2740.199951171875,2740.199951171875,2740.800048828125,2740.10009765625,2740.199951171875,115
2024-10-25 14:00:00+00:00,2742.699951171875,2742.699951171875,2742.800048828125,2740.0,2740.10009765625,554
2024-10-25 14:01:00+00:00,2741.300048828125,2741.300048828125,2742.89990234375,2741.199951171875,2742.699951171875,274
2024-10-25 14:02:00+00:00,2743.800048828125,2743.800048828125,2743.800048828125,2740.800048828125,2741.300048828125,420
2024-10-25 14:03:00+00:00,2744.39990234375,2744.39990234375,2744.89990234375,2743.5,2743.89990234375,436
2024-10-25 14:04:00+00:00,2743.89990234375,2743.89990234375,2744.39990234375,2743.699951171875,2744.199951171875,215
2024-10-25 14:05:00+00:00,2743.89990234375,2743.89990234375,2744.800048828125,2743.0,2743.800048828125,521
2024-10-25 14:06:00+00:00,2745.10009765625,2745.10009765625,2745.39990234375,2743.800048828125,2743.89990234375,625
2024-10-25 14:07:00+00:00,2745.199951171875,2745.199951171875,2745.5,2744.5,2745.10009765625,500
2024-10-25 14:08:00+00:00,2745.10009765625,2745.10009765625,2745.800048828125,2744.60009765625,2745.39990234375,482
2024-10-25 14:09:00+00:00,2746.5,2746.5,2746.5,2744.89990234375,2745.10009765625,221
2024-10-25 14:10:00+00:00,2747.300048828125,2747.300048828125,2748.199951171875,2746.300048828125,2746.300048828125,810
2024-10-25 14:11:00+00:00,2748.699951171875,2748.699951171875,2748.800048828125,2747.199951171875,2747.39990234375,335
2024-10-25 14:12:00+00:00,2748.0,2748.0,2748.800048828125,2747.800048828125,2748.60009765625,269
2024-10-25 14:13:00+00:00,2751.199951171875,2751.199951171875,2752.39990234375,2748.0,2748.10009765625,1579
2024-10-25 14:14:00+00:00,2750.39990234375,2750.39990234375,2751.10009765625,2749.89990234375,2751.10009765625,351
2024-10-25 14:15:00+00:00,2750.199951171875,2750.199951171875,2750.89990234375,2749.699951171875,2750.300048828125,443
2024-10-25 14:16:00+00:00,2748.60009765625,2748.60009765625,2750.300048828125,2748.10009765625,2750.300048828125,457
2024-10-25 14:17:00+00:00,2748.5,2748.5,2749.5,2748.300048828125,2748.60009765625,330
2024-10-25 14:18:00+00:00,2748.300048828125,2748.300048828125,2748.89990234375,2747.5,2748.60009765625,374
2024-10-25 14:19:00+00:00,2750.0,2750.0,2750.800048828125,2747.5,2748.199951171875,758
2024-10-25 14:20:00+00:00,2749.5,2749.5,2751.5,2749.39990234375,2750.10009765625,657
2024-10-25 14:21:00+00:00,2749.199951171875,2749.199951171875,2749.5,2748.60009765625,2749.5,177
2024-10-25 14:22:00+00:00,2749.300048828125,2749.300048828125,2750.0,2749.0,2749.300048828125,138
2024-10-25 14:23:00+00:00,2749.0,2749.0,2749.39990234375,2748.800048828125,2749.199951171875,92
2024-10-25 14:24:00+00:00,2748.699951171875,2748.699951171875,2749.10009765625,2748.300048828125,2749.10009765625,180
2024-10-25 14:25:00+00:00,2748.300048828125,2748.300048828125,2748.60009765625,2747.89990234375,2748.60009765625,130
2024-10-25 14:26:00+00:00,2749.0,2749.0,2749.199951171875,2748.199951171875,2748.199951171875,128
2024-10-25 14:27:00+00:00,2747.199951171875,2747.199951171875,2749.10009765625,2747.0,2748.89990234375,284
2024-10-25 14:28:00+00:00,2747.89990234375,2747.89990234375,2748.300048828125,2747.199951171875,2747.300048828125,98
2024-10-25 14:29:00+00:00,2747.5,2747.5,2748.0,2747.199951171875,2748.0,98
2024-10-25 14:30:00+00:00,2748.199951171875,2748.199951171875,2748.5,2747.39990234375,2747.5,264
2024-10-25 14:31:00+00:00,2747.5,2747.5,2748.800048828125,2747.39990234375,2748.39990234375,137
2024-10-25 14:32:00+00:00,2747.89990234375,2747.89990234375,2748.0,2747.39990234375,2747.39990234375,104
2024-10-25 14:33:00+00:00,2749.0,2749.0,2749.199951171875,2747.89990234375,2748.0,186
2024-10-25 14:34:00+00:00,2749.10009765625,2749.10009765625,2749.39990234375,2748.5,2749.10009765625,126
2024-10-25 14:35:00+00:00,2749.10009765625,2749.10009765625,2749.5,2748.60009765625,2749.0,92
2024-10-25 14:36:00+00:00,2749.89990234375,2749.89990234375,2750.10009765625,2749.199951171875,2749.199951171875,190
2024-10-25 14:37:00+00:00,2749.699951171875,2749.699951171875,2750.699951171875,2749.60009765625,2749.89990234375,302
2024-10-25 14:38:00+00:00,2748.39990234375,2748.39990234375,2749.5,2748.0,2749.5,129
2024-10-25 14:39:00+00:00,2748.39990234375,2748.39990234375,2748.699951171875,2748.10009765625,2748.199951171875,82
2024-10-25 14:40:00+00:00,2749.800048828125,2749.800048828125,2750.0,2748.199951171875,2748.39990234375,163
2024-10-25 14:41:00+00:00,2750.39990234375,2750.39990234375,2750.60009765625,2749.39990234375,2749.699951171875,238
2024-10-25 14:42:00+00:00,2750.800048828125,2750.800048828125,2751.199951171875,2750.199951171875,2750.300048828125,344
2024-10-25 14:43:00+00:00,2751.300048828125,2751.300048828125,2751.60009765625,2750.39990234375,2750.89990234375,303
2024-10-25 14:44:00+00:00,2751.5,2751.5,2751.5,2750.60009765625,2751.199951171875,131
2024-10-25 14:45:00+00:00,2751.699951171875,2751.699951171875,2751.89990234375,2750.89990234375,2751.5,182
2024-10-25 14:46:00+00:00,2751.60009765625,2751.60009765625,2751.800048828125,2751.0,2751.800048828125,178
2024-10-25 14:47:00+00:00,2752.300048828125,2752.300048828125,2752.800048828125,2751.5,2751.800048828125,262
2024-10-25 14:48:00+00:00,2751.89990234375,2751.89990234375,2752.699951171875,2751.699951171875,2752.300048828125,181
2024-10-25 14:49:00+00:00,2752.199951171875,2752.199951171875,2752.39990234375,2751.300048828125,2752.10009765625,170
2024-10-25 14:50:00+00:00,2753.0,2753.0,2753.199951171875,2752.300048828125,2752.300048828125,237
2024-10-25 14:51:00+00:00,2752.5,2752.5,2753.300048828125,2752.199951171875,2753.0,342
2024-10-25 14:52:00+00:00,2751.60009765625,2751.60009765625,2752.800048828125,2751.60009765625,2752.60009765625,394
2024-10-25 14:53:00+00:00,2751.199951171875,2751.199951171875,2752.60009765625,2750.800048828125,2751.60009765625,312
2024-10-25 14:54:00+00:00,2750.699951171875,2750.699951171875,2751.300048828125,2749.5,2751.300048828125,774
2024-10-25 14:55:00+00:00,2751.10009765625,2751.10009765625,2751.60009765625,2750.39990234375,2750.60009765625,294
2024-10-25 14:56:00+00:00,2751.5,2751.5,2751.60009765625,2750.800048828125,2751.199951171875,125
2024-10-25 14:57:00+00:00,2751.10009765625,2751.10009765625,2751.60009765625,2750.60009765625,2751.60009765625,87
2024-10-25 14:58:00+00:00,2750.800048828125,2750.800048828125,2751.10009765625,2750.39990234375,2751.0,78
2024-10-25 14:59:00+00:00,2751.300048828125,2751.300048828125,2751.300048828125,2750.800048828125,2750.89990234375,85
2024-10-25 15:00:00+00:00,2750.199951171875,2750.199951171875,2751.39990234375,2750.0,2751.199951171875,157
2024-10-25 15:01:00+00:00,2750.699951171875,2750.699951171875,2751.300048828125,2750.10009765625,2750.300048828125,233
2024-10-25 15:02:00+00:00,2750.0,2750.0,2750.699951171875,2749.60009765625,2750.60009765625,139
2024-10-25 15:03:00+00:00,2749.300048828125,2749.300048828125,2750.10009765625,2749.199951171875,2750.0,100
2024-10-25 15:04:00+00:00,2750.300048828125,2750.300048828125,2750.89990234375,2749.300048828125,2749.39990234375,184
2024-10-25 15:05:00+00:00,2751.60009765625,2751.60009765625,2751.60009765625,2750.300048828125,2750.39990234375,246
2024-10-25 15:06:00+00:00,2751.60009765625,2751.60009765625,2752.199951171875,2751.5,2751.60009765625,158
2024-10-25 15:08:00+00:00,2752.0,2752.0,2752.10009765625,2751.89990234375,2752.10009765625,183
2024-10-25 15:11:00+00:00,2753.199951171875,2753.199951171875,2753.5,2753.0,2753.39990234375,671
2024-10-25 15:15:00+00:00,2753.10009765625,2753.10009765625,2753.10009765625,2753.10009765625,2753.10009765625,915
